Full company name,Payments to Governments Report_x,Country,Year,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report_y,ISO Code,Start Date,End Date
SHWE YWAT HLWAR,174107164.0,Myanmar,2018,Private,102607236,Mining,"Gem, Jade",,,174107163.74,MMR,4/1/2017,3/31/2018
SILVER BRIGHT COMPANY LIMITED,56545280.0,Myanmar,2018,Private,116492032,Mining,"Tin, Tungsten",,,56545280.4,MMR,4/1/2017,3/31/2018
SILVER ELEPHANT GEMS CO LTD,11017063348.0,Myanmar,2018,Private,196422048,Mining,"Gem, Jade",,,11017063347.44,MMR,4/1/2017,3/31/2018
"SILVER SAND STONE GEMS CO.,",210511732.0,Myanmar,2018,Private,100900424,Mining,"Gem, Jade",,,210511732.35,MMR,4/1/2017,3/31/2018
SIN GAUNG TAUNG,27035087.0,Myanmar,2018,Private,105919638,Mining,"Gem, Jade",,,27035087.07,MMR,4/1/2017,3/31/2018
SMART TECHNICAL SERVICES LTD.,110708650.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,110708650.09,MMR,4/1/2017,3/31/2018
"SMARTE&PINTERNATIONAL CO.,LTD",0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
SNOG PTE LTD,0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
"SOUTH EAST ASIA GAS PIPELINE CO.,LTD(GREAT OCEAN BRANCH)(SEAGP)",42937215465.0,Myanmar,2018,Private,"17 FC (2010-2011) ,180954341",Not applicable,,,,42937215465,MMR,4/1/2017,3/31/2018
SOUTHEAST ASIA CRUDE OIL PIPELINE (SEAOP),8732719769.0,Myanmar,2018,Private,"15 FC (2010-2011) ,180808949",Not applicable,,,,8732719769,MMR,4/1/2017,3/31/2018
SU HTU PAN,158326960.0,Myanmar,2018,Private,103300215,Mining,"Gem, Jade",,,158326959.06,MMR,4/1/2017,3/31/2018
SUN APEX HOLDINGS LTD.,0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
SUPER SEIN,0.0,Myanmar,2018,Private,112301100,Mining,"Gem, Jade",,,,MMR,4/1/2017,3/31/2018
TANITHARYI PIPELINE COMPANY LLC(MYANMAR BRANCH)(TPC),100000382280.0,Myanmar,2018,Private,183495127,Not applicable,,,,100000382280,MMR,4/1/2017,3/31/2018
"TAP ENERGY (M-7) CO., LTD. (STATOIL)",0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
TAW WIN JADE DRAGON,0.0,Myanmar,2018,Private,116621991,Mining,"Gem, Jade",,,,MMR,4/1/2017,3/31/2018
THA BYU MINING COMPANY LIMITED,161660649.0,Myanmar,2018,Private,114804703,Mining,Antimony,,,161660648.43,MMR,4/1/2017,3/31/2018
THAN HTIKE LU,48622465.0,Myanmar,2018,Private,147118708,Mining,"Gem, Jade",,,48622465.37,MMR,4/1/2017,3/31/2018
THAN LWIN KYAW KYAR,228760646.0,Myanmar,2018,Private,111158657,Mining,"Gem, Jade",,,228760646.39,MMR,4/1/2017,3/31/2018
THAN TAW MYAT COMPANY LIMITED,506635428.0,Myanmar,2018,Private,179607255,Mining,Limestone,,,506635428,MMR,4/1/2017,3/31/2018
THE SILVER LION MINING COMPANY LIMITED,1010150.0,Myanmar,2018,Private,115516027,Mining,Antimony,,,1010150,MMR,4/1/2017,3/31/2018
THEIN GABAR AUNG,148788810.0,Myanmar,2018,Private,115025554,Mining,"Gem, Jade",,,148788809.63,MMR,4/1/2017,3/31/2018
THEITHI AUNG NGWE MOE,0.0,Myanmar,2018,Private,119414296,Mining,"Gem, Jade",,,,MMR,4/1/2017,3/31/2018
THET HEIN GEMS & JEWELLERY CO;LTD.,51232279.0,Myanmar,2018,Private,129590645,Mining,"Gem, Jade",,,51232280.02,MMR,4/1/2017,3/31/2018
THIGI MYINTZU YADANAR,179195845.0,Myanmar,2018,Private,106825963,Mining,"Gem, Jade",,,179195844.29,MMR,4/1/2017,3/31/2018
THIHA THANT HEIN MINING COMPANY LIMITED,133384943.0,Myanmar,2018,Private,116447428,Mining,Coal,,,133384943,MMR,4/1/2017,3/31/2018
THIRAWMANI,5662832662.0,Myanmar,2018,Private,106962162,Mining,"Gem, Jade",,,5662832661.76,MMR,4/1/2017,3/31/2018
"THITSARPANN (GEMS & JEWELLERY) CO.,LTD",0.0,Myanmar,2018,Private,"1066,2012-2013",Mining,"Gem, Jade",,,,MMR,4/1/2017,3/31/2018
"TOP TEN STAR PRODUCTION CO., LTD.",525224331.0,Myanmar,2018,Private,"117343227, 108012463",Mining,Lead,,,525224330.48,MMR,4/1/2017,3/31/2018
TOTAL E&P MYANMAR,343683448906.0,Myanmar,2018,Private,186813227,Oil & Gas,"Oil, Gas, Condensates",,,343683448906,MMR,4/1/2017,3/31/2018
"TREASURE FIVE STAR CO., LTD",1000220.0,Myanmar,2018,Private,111142246,Mining,"Gem, Jade",,,1000220,MMR,4/1/2017,3/31/2018
"TREASURE LINN GEMS CO.,LTD",73366358.0,Myanmar,2018,Private,100375257,Mining,"Gem, Jade",,,73366357.5,MMR,4/1/2017,3/31/2018
"TREASURE STAR CO., LTD.",1325732473.0,Myanmar,2018,Private,110015348,Mining,"Gem, Jade",,,1325732473.75,MMR,4/1/2017,3/31/2018
TREASURE WHITE LOTUS,179076477.0,Myanmar,2018,Private,151284108,Mining,"Gem, Jade",,,179076476.48,MMR,4/1/2017,3/31/2018
TRG M15 PTE. LTD.,0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
"TRIPLE ""A"" CEMENT INTERNATIONAL COMPANY LIMITED",125551150.0,Myanmar,2018,Private,102861965,Mining,Gypsum,,,125551149.85,MMR,4/1/2017,3/31/2018
TUN NAING AUNG,1161540606.0,Myanmar,2018,Private,153051356,Mining,"Gem, Jade",,,1161540606.5,MMR,4/1/2017,3/31/2018
TUN THWIN MINING COMPANY LIMITED,399189602.0,Myanmar,2018,Private,113284412,Mining,Coal,,,399189602.31,MMR,4/1/2017,3/31/2018
U E EXPORT IMPORT COMPANY LIMITED,146205328.0,Myanmar,2018,Private,119718384,Mining,Coal,,,146205328,MMR,4/1/2017,3/31/2018
U HLA SOE OO,890224495.0,Myanmar,2018,Private,NPT-52,Mining,"Gem, Jade",,,890224495.08,MMR,4/1/2017,3/31/2018
U KYAW THET,1302149861.0,Myanmar,2018,Private,Nc,Mining,"Gem, Jade",,,1302149861.29,MMR,4/1/2017,3/31/2018
U YA GEMS,1952620810.0,Myanmar,2018,Private,135456713,Mining,"Gem, Jade",,,1952620810.14,MMR,4/1/2017,3/31/2018
UNITED CEMENT COMPANY LIMITED,15548418.0,Myanmar,2018,Private,117032973,Mining,Limestone,,,15548418,MMR,4/1/2017,3/31/2018
"UNITED NATIONAL RESOURCES DEVELOPMENT SERVICES CO., LTD",0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
UNITY,1520723030.0,Myanmar,2018,Private,"1259,1995-1996",Mining,"Gem, Jade",,,1520723029.52,MMR,4/1/2017,3/31/2018
"UNOCAL MYANMAR OFFSHORE CO., LTD.",17303141801.0,Myanmar,2018,Private,9FC of 1994-1995,Oil & Gas,"Oil, Gas, Condensates",,,17303141801,MMR,4/1/2017,3/31/2018
UNOG PTE. LTD.,0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
UPR PTE LTD.,0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
VALUE STANDARD,818764711.0,Myanmar,2018,Private,135428841,Mining,"Gem, Jade",,,818764710.54,MMR,4/1/2017,3/31/2018
WAI AUNG GABAR,23125056624.0,Myanmar,2018,Private,153250650,Mining,"Gem, Jade",,,23125056624.23,MMR,4/1/2017,3/31/2018
WAI FAMILY,3125092116.0,Myanmar,2018,Private,"174 , 2000 - 2001 (102870808)",Mining,"Gem, Jade",,,3125092115.57,MMR,4/1/2017,3/31/2018
WAI YAN THAR (WYT),46285248.0,Myanmar,2018,Private,"2389,2012-2013",Mining,"Gem, Jade",,,46285247.48,MMR,4/1/2017,3/31/2018
WAN BROTHERS,5426331914.0,Myanmar,2018,Private,100226448,Mining,"Gem, Jade",,,5426331913.81,MMR,4/1/2017,3/31/2018
WAN CHANG,25610942.0,Myanmar,2018,Private,112714472,Mining,"Gem, Jade",,,25610942.22,MMR,4/1/2017,3/31/2018
WAN FULL,56537202.0,Myanmar,2018,Private,105806833,Mining,"Gem, Jade",,,56537201.33,MMR,4/1/2017,3/31/2018
WIN LEI YADANAR,120247662.0,Myanmar,2018,Private,110049617,Mining,"Gem, Jade",,,120247662.23,MMR,4/1/2017,3/31/2018
WIN MYINT MO INDUSTRIES COMPANY LIMITED,1714234065.0,Myanmar,2018,Private,112358587,Mining,"Lead, Zinc",,,1714234064.63,MMR,4/1/2017,3/31/2018
WIN PRECIOUS RESOURCES PTE LTD.,0.0,Myanmar,2018,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
WOODSIDE ENERGY (MYANMAR) PTE LTD,31323623838.0,Myanmar,2018,Private,104674488,Oil & Gas,"Oil, Gas, Condensates",,,31323623838,MMR,4/1/2017,3/31/2018
XIE SHAN MINING PRODUCTION & MARKETING COMPANY LIMITED,210644675.0,Myanmar,2018,Private,104418821,Mining,Lead,,,210644674.96,MMR,4/1/2017,3/31/2018
YADANAR AUNG CHAN,49169808.0,Myanmar,2018,Private,145839467,Mining,"Gem, Jade",,,49169807.85,MMR,4/1/2017,3/31/2018
YADANAR AUNG TUN TAUK,55253104.0,Myanmar,2018,Private,100379252,Mining,"Gem, Jade",,,55253103.26,MMR,4/1/2017,3/31/2018
YADANAR MOE MYAY,247329091.0,Myanmar,2018,Private,164972941,Mining,"Gem, Jade",,,247329090.6,MMR,4/1/2017,3/31/2018
YADANAR MYAT NOE THWE GEM,232306168.0,Myanmar,2018,Private,106843244,Mining,"Gem, Jade",,,232306168.01,MMR,4/1/2017,3/31/2018
"YADANAR PYI PHYO AUNG GEMS CO., LTD",405827468.0,Myanmar,2018,Private,174126674,Mining,"Gem, Jade",,,405827467.77,MMR,4/1/2017,3/31/2018
YADANAR SAN SHWIN GEM,488907476.0,Myanmar,2018,Private,105217382,Mining,"Gem, Jade",,,488907475.07,MMR,4/1/2017,3/31/2018
YADANAR SHWE YE WIN,480846492.0,Myanmar,2018,Private,100012707,Mining,"Gem, Jade",,,480846492.48,MMR,4/1/2017,3/31/2018
YADANAR SI,14516160.0,Myanmar,2018,Private,108857250,Mining,"Gem, Jade",,,14516160,MMR,4/1/2017,3/31/2018
YADANAR SIN THIRI GEMS CO,596971374.0,Myanmar,2018,Private,145864046,Mining,"Gem, Jade",,,596971374.76,MMR,4/1/2017,3/31/2018
YADANAR TAUNG TEN,23817029167.0,Myanmar,2018,Private,"No.787,2000-2001",Mining,"Gem, Jade",,,23817029166.43,MMR,4/1/2017,3/31/2018
YADANAR THREE ELEPHANTS CO,2872766057.0,Myanmar,2018,Private,106857660,Mining,"Gem, Jade",,,2872766057,MMR,4/1/2017,3/31/2018
YADANAR YAUNG CHI,1049062535.0,Myanmar,2018,Private,152951604,Mining,"Gem, Jade",,,1049062534.53,MMR,4/1/2017,3/31/2018
YAR ZA HTAR NI,32482927193.0,Myanmar,2018,Private,102310144,Mining,"Gem, Jade",,,32482927193.84,MMR,4/1/2017,3/31/2018
YCDC,341221416.0,Myanmar,2018,Private,,Mining,Coal,,,341221416,MMR,4/1/2017,3/31/2018
YE HTUT KYAW MINING COMPANY LIMITED,204402764.0,Myanmar,2018,Private,115122282,Mining,"Tin, Tungsten",,,204402763.81,MMR,4/1/2017,3/31/2018
YI LI FA [YLF],1324103474.0,Myanmar,2018,Private,141482904,Mining,"Gem, Jade",,,1324103473.71,MMR,4/1/2017,3/31/2018
YIG COMPANY LIMITED,113306600.0,Myanmar,2018,Private,111029180,Mining,Coal,,,113306600,MMR,4/1/2017,3/31/2018
YOUNG INVESTMENT GROUP CO. LTD.,0.0,Myanmar,2018,Private,108744308,Oil & Gas,"Oil, Gas, Condensates",,,,MMR,4/1/2017,3/31/2018
YOUNG INVESTMENT GROUP COMPANY LIMITED,134011560.0,Myanmar,2018,Private,108744308,Mining,Limestone,,,134011560,MMR,4/1/2017,3/31/2018
ZABU TALU MINING COMPANY LIMITED,352800.0,Myanmar,2018,Private,104449093,Mining,Copper,,,352800,MMR,4/1/2017,3/31/2018
ZABUKYAWAUNG,38302935.0,Myanmar,2018,Private,107810935,Mining,"Gem, Jade",,,38302935.21,MMR,4/1/2017,3/31/2018
"ZEBU THIRI GEMS CO.,LTD",658573978.0,Myanmar,2018,Private,111921644,Mining,"Gem, Jade",,,658573978.54,MMR,4/1/2017,3/31/2018
A & B GLOBAL SERVICE LTD,14216.968,Nigeria,2017,Private,Not Available,Mining,,Non-quoted,,14216.97,NGA,1/1/2017,12/31/2017
ADDAX PETROLEUM EXPLORATION NIGERIA LIMITED (APENL),100481316.81,Nigeria,2017,Private,RC333613,Oil & Gas,"Oil, Gas, Condensates",,,26698019.37,NGA,1/1/2017,12/31/2017
AGIP EXLORATION NATURAL RESOURCES (AENR),3588991.26,Nigeria,2017,Private,RC33455,Oil & Gas,"Oil, Gas, Condensates",,,3588991.26,NGA,1/1/2017,12/31/2017
AITEO EASTERN EXPLORATION & PRODUCTION COMPANY LIMITED,28318334.16,Nigeria,2017,Private,RC 1153065,Oil & Gas,"Oil, Gas, Condensates",,,28318334.15,NGA,1/1/2017,12/31/2017
AMNI INTERNATIONAL PETROLEUM DEVELOPMENT COMPANY LIMITED,7343441.56,Nigeria,2017,Private,RC 229410,Oil & Gas,"Oil, Gas, Condensates",,,7343441.56,NGA,1/1/2017,12/31/2017
ARAB CONSTRACTORS LTD,2353420.335,Nigeria,2017,Private,RC161580,Mining,"Granite, Stone Dust",Non-quoted,,2353420.32,NGA,1/1/2017,12/31/2017
ASPHALT UNITY CONSTRUCTION LIMITED,329455.66,Nigeria,2017,,,,,,,,,,
ASTRO MINERAL NIGERIA LIMITED,19920.814,Nigeria,2017,Private,Not available,Mining,Columbite ore Wolfromite,Non-quoted,,19920.81,NGA,1/1/2017,12/31/2017
ATLAS PETROLEUM INTERNATIONAL LIMITED,9325143.0,Nigeria,2017,Private,RC163530,Oil & Gas,"Oil, Gas, Condensates",,,9325143,NGA,1/1/2017,12/31/2017
BELEMA OIL PRODUCING LIMITED,7840067.54,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,7840067.54,NGA,1/1/2017,12/31/2017
BRASOIL OIL SERVICES COMPANY NIGERIA LIMITED,4233755.53,Nigeria,2017,,,,,,,,,,
BRITTANIA-U NIGERIA LIMITED,792494.34,Nigeria,2017,Private,RC284481,Oil & Gas,"Oil, Gas, Condensates",,,792494.34,NGA,1/1/2017,12/31/2017
BUA INTERNATIONAL LIMITED,265732.518,Nigeria,2017,,,,,,,,,,
C.G.C NIGERIA LIMITED,4788304.241,Nigeria,2017,,,,,,,,,,
CCECC NIGERIA LIMITED,1721345.84,Nigeria,2017,Private,RC298534,Mining,Granite,Non-quoted,,1721345.84,NGA,1/1/2017,12/31/2017
CCNN,4037932.415,Nigeria,2017,Private,RC3111,Mining,"Limestone, Clay",Quoted,http://www.nse.com.ng/,4037932.41,NGA,1/1/2017,12/31/2017
CHEVRON NIGERIA LIMITED (CNL),548546111.52,Nigeria,2017,Private,RC6135,Oil & Gas,"Oil, Gas, Condensates",,,548546111.51,NGA,1/1/2017,12/31/2017
CLC TECHNICAL LTD,13753.943,Nigeria,2017,Private,RC1093915,Mining,"Granite, Stone Dust",Non-quoted,,13753.94,NGA,1/1/2017,12/31/2017
CNC ENGEERING COMPANY LIMITED,26347.506999999998,Nigeria,2017,Private,RC671630,Mining,"Granite, Stone Dust",Non-quoted,,26347.5,NGA,1/1/2017,12/31/2017
CNC MINING COMPANY LIMITED,91599.706,Nigeria,2017,,,,,,,,,,
COLTAN MINERALS NIG LTD,19036.190000000002,Nigeria,2017,Private,RC450703,Mining,Tin ore,Non-quoted,,19036.18,NGA,1/1/2017,12/31/2017
CONOIL PRODUCING LIMITED,11187055.94,Nigeria,2017,Private,RC 64288,Oil & Gas,"Oil, Gas, Condensates",,,11187055.93,NGA,1/1/2017,12/31/2017
CONROK NIGERIA LIMITED,23844.857,Nigeria,2017,Private,RC991881,Mining,Granite,Non-quoted,,23844.85,NGA,1/1/2017,12/31/2017
CONTINENTAL OIL AND GAS COMPANY (CONOG),22279874.0,Nigeria,2017,,,,,,,,,,
CRUSHED ROCK INDUSTRIES (NIGERIA) LTD,45454.195,Nigeria,2017,,,,,,,,,,
DANGOTE CEMENT NIGERIA LIMITED,95927247.181,Nigeria,2017,Private,RC208767,Mining,"Limestone, Clay, Laterite, Sand, Shale",Quoted,http://www.nse.com.ng/,95927247.18,NGA,1/1/2017,12/31/2017
DANTATA & SAWOE CONSTRUCTION COMPANY (NIGERIA) LTD,268893.746,Nigeria,2017,,,,,,,,,,
DUBRI OIL COMPANY LIMITED,2410452.17,Nigeria,2017,Private,RC92967,Oil & Gas,"Oil, Gas, Condensates",,,2410452.18,NGA,1/1/2017,12/31/2017
E. B. H. GRANITE LIMITED,21461.883,Nigeria,2017,,,,,,,,,,
ENERGIA LIMITED,4476382.54,Nigeria,2017,Private,RC424454,Oil & Gas,"Oil, Gas, Condensates",,,4476382.53,NGA,1/1/2017,12/31/2017
EQUINOR NIGERIA ENERGY COMPANY LIMITED,692101089.73,Nigeria,2017,Private,RC186901,Oil & Gas,"Oil, Gas, Condensates",,,692101089.72,NGA,1/1/2017,12/31/2017
EROTON EXPLORATION & PRODUCTION COMPANY LIMITED,43890437.26,Nigeria,2017,Private,RC1137060,Oil & Gas,"Oil, Gas, Condensates",,,43890437.26,NGA,1/1/2017,12/31/2017
ESSO EXPLORATION AND PRODUCTION NIGERIA (DEEPWATER) LIMITED (ESSO OTHERS),1477066.16,Nigeria,2017,Private,RC865287,Oil & Gas,"Oil, Gas, Condensates",,,1477066.16,NGA,1/1/2017,12/31/2017
ESSO EXPLORATION AND PRODUCTION NIGERIA (OFFSHORE EAST) LIMITED,179980938.44,Nigeria,2017,Private,RC214533,Oil & Gas,"Oil, Gas, Condensates",,,179980938.43,NGA,1/1/2017,12/31/2017
ESSO EXPLORATION AND PRODUCTION NIGERIA LIMITED (ERHA)/(EEPNL),913727438.74,Nigeria,2017,Private,RC214536,Oil & Gas,"Oil, Gas, Condensates",,,913727438.7,NGA,1/1/2017,12/31/2017
EXCEL EXPLORATION & PRODUCTION COMPANY LIMITED,307854.34,Nigeria,2017,Private,RC408410,Oil & Gas,"Oil, Gas, Condensates",,,307854.34,NGA,1/1/2017,12/31/2017
FAMFA OIL LIMITED,350062625.0,Nigeria,2017,Private,RC172534,Oil & Gas,"Oil, Gas, Condensates",,,350062625.48,NGA,1/1/2017,12/31/2017
FIRST HYDROCARBON NIGERIA (FHN),6293780.88,Nigeria,2017,Private,RC916658,Oil & Gas,"Oil, Gas, Condensates",,,6293780.88,NGA,1/1/2017,12/31/2017
FRANSISCA MUINAT LTD,18823.029000000002,Nigeria,2017,Private,Not Available,Mining,"Granite, Stone Dust",Non-quoted,,18823.03,NGA,1/1/2017,12/31/2017
FRONTIER OIL LIMITED,1325814.88,Nigeria,2017,Private,RC411784,Oil & Gas,"Oil, Gas, Condensates",,,1325814.88,NGA,1/1/2017,12/31/2017
FUTURE MOVING MINERAL LTD,15243.0,Nigeria,2017,Private,RC1233326,Mining,Zinc ore,Non-quoted,,15243,NGA,1/1/2017,12/31/2017
GEORGIO ROCK LTD,69816.704,Nigeria,2017,Private,RC456171,Mining,"Granite, Stone Dust",Non-quoted,,69816.71,NGA,1/1/2017,12/31/2017
GREEN ENERGY INTERNATIONAL LIMITED (GEIL),3446108.68,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,3446108.68,NGA,1/1/2017,12/31/2017
INORGANIC EARTH RESOURCES LIMITED,29644.918,Nigeria,2017,,,,,,,,,,
JINZIANG QUARRY CO. LTD,39942.342,Nigeria,2017,Private,RC1143506,Mining,Granite,Non-quoted,,39942.34,NGA,1/1/2017,12/31/2017
JULIUS BERGER,8809653.173,Nigeria,2017,Private,RC6852,Mining,"Granite, Stone Dust, Laterite",Quoted,http://www.nse.com.ng/,8809653.17,NGA,1/1/2017,12/31/2017
KENYANG MINING CO LTD,15082.83,Nigeria,2017,Private,RC23401,Mining,"Columbite concentrate, Zircon",Non-quoted,,15082.82,NGA,1/1/2017,12/31/2017
KOPEK CONTRUCTION NIG LTD,453520.802,Nigeria,2017,Private,RC116657,Mining,Granite,Non-quoted,,453520.81,NGA,1/1/2017,12/31/2017
KUNLUN NIGERIA LIMITED,20176.622000000003,Nigeria,2017,Private,Not Available,Mining,"Granite, Stone Dust",Non-quoted,,20176.61,NGA,1/1/2017,12/31/2017
LAFARGE,40914199.381,Nigeria,2017,Private,RC1858,Mining,"Limestone, Coal, Shale, Gypsum, Marl",Non-quoted,,40914199.36,NGA,1/1/2017,12/31/2017
LAKE PETROLEUM LIMITED,19122.338,Nigeria,2017,,,,,,,,,,
LEVANT CONSTRUCTION COMPANY LTD.,145141.412,Nigeria,2017,Private,RC160415,Mining,"Granite, Stone Dust,",Non-quoted,,145141.41,NGA,1/1/2017,12/31/2017
LUXEON MINING COMPANY LTD.,9985.27,Nigeria,2017,Private,Not Available,Mining,Manganese,Non-quoted,,9985.27,NGA,1/1/2017,12/31/2017
MADODEL ENGINEERING CONTR. LIMITED,11955.49,Nigeria,2017,Private,Not Available,Mining,Sand,Non-quoted,,11955.49,NGA,1/1/2017,12/31/2017
MARK-SINO,34380.205,Nigeria,2017,Private,RC1197514,Mining,Granite,Non-quoted,,34380.2,NGA,1/1/2017,12/31/2017
MERCURY MINING INVESTMENT LTD,42210.771,Nigeria,2017,,,,,,,,,,
MIDWESTERN OIL AND GAS COMPANY LIMITED,20781034.28,Nigeria,2017,Private,RC370639,Oil & Gas,"Oil, Gas, Condensates",,,20781034.28,NGA,1/1/2017,12/31/2017
MOBIL PRODUCING NIGERIA UNLIMITED (MPNU),1316330749.7,Nigeria,2017,Private,RC6284,Oil & Gas,"Oil, Gas, Condensates",,,1316330749.7,NGA,1/1/2017,12/31/2017
MONI PULO LIMITED,13879003.93,Nigeria,2017,Private,RC183333,Oil & Gas,"Oil, Gas, Condensates",,,13879003.92,NGA,1/1/2017,12/31/2017
MOTHERCAT LIMITED,429304.146,Nigeria,2017,,,,,,,,,,
ND WESTERN LIMITED,4168215.54,Nigeria,2017,Private,RC948892,Oil & Gas,"Oil, Gas, Condensates",,,4168215.52,NGA,1/1/2017,12/31/2017
NECONDE ENERGY LIMITED,1866303.61,Nigeria,2017,Private,RC20841,Oil & Gas,"Oil, Gas, Condensates",,,1866303.61,NGA,1/1/2017,12/31/2017
NETWORK EXPLORATION & PRODUCTION LIMITED,1116275.02,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,1116275.02,NGA,1/1/2017,12/31/2017
NEWCROSS EXPLORATION AND PRODUCTION LIMITED,5977957.24,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,5977957.23,NGA,1/1/2017,12/31/2017
NEWCROSS PETROLEUM LIMITED,2398189.57,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,2398189.57,NGA,1/1/2017,12/31/2017
NIGER DELTA PETROLEUM RESOURCES LIMITED (NDPR),6111581.3,Nigeria,2017,Private,RC 256022,Oil & Gas,"Oil, Gas, Condensates",,,6111581.3,NGA,1/1/2017,12/31/2017
NIGERIA AGIP OIL COMPANY LIMITED (NAOC),255817947.27,Nigeria,2017,Private,RC2974,Oil & Gas,"Oil, Gas, Condensates",,,255817947.26,NGA,1/1/2017,12/31/2017
NIGERIA PETROLEUM DEVELOPMENT COMPANY LIMITED (NPDC),804301066.86,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,804301066.86,NGA,1/1/2017,12/31/2017
NIGERIAN AGIP EXPLORATION LIMITED (NAE),18803435.5,Nigeria,2017,Private,RC299647,Oil & Gas,"Oil, Gas, Condensates",,,18803435.5,NGA,1/1/2017,12/31/2017
NIGERIAN NATIONAL PETROLEUM CORPORATION (NNPC),10188981458.27,Nigeria,2017,,,,,,,,,,
OANDO OIL LIMITED,102833409.4,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,102833409.4,NGA,1/1/2017,12/31/2017
OANDO PRODUCTION DEVELOPMENT COMPANY LIMITED,0.0,Nigeria,2017,Private,RC 427325,Oil & Gas,"Oil, Gas, Condensates",,,,NGA,1/1/2017,12/31/2017
OANDO QUA-IBO LIMITED,0.0,Nigeria,2017,,,,,,,,,,
OFL MARBLE & GRANITE LIMITED,27331.260000000002,Nigeria,2017,,,,,,,,,,
ORIENTAL ENERGY RESOURCES LIMITED,44547442.22,Nigeria,2017,Private,RC153400,Oil & Gas,"Oil, Gas, Condensates",,,44547442.21,NGA,1/1/2017,12/31/2017
P.W NIG LTD,130620.511,Nigeria,2017,Private,RC14053,Mining,"Granite, Laterite",Non-quoted,,130620.5,NGA,1/1/2017,12/31/2017
PANOCEAN OIL NIGERIA LIMITED,13903.87,Nigeria,2017,Private,RC 6823,Oil & Gas,"Oil, Gas, Condensates",,,13903.87,NGA,1/1/2017,12/31/2017
PETRA QUARRIES LTD,58598.420999999995,Nigeria,2017,Private,RC744300,Mining,"Granite, Stone Dust",Non-quoted,,58598.42,NGA,1/1/2017,12/31/2017
PETROLEO BRASILEIRO NIGERIA LIMITED (PETROBRAS),150572657.0,Nigeria,2017,Private,RC322270,Oil & Gas,"Oil, Gas, Condensates",,,150572657,NGA,1/1/2017,12/31/2017
PILLAR OIL LIMITED,6828202.93,Nigeria,2017,Private,RC316743,Oil & Gas,"Oil, Gas, Condensates",,,6828202.93,NGA,1/1/2017,12/31/2017
PIONEER SINOCHINO INVESTMENT VENTURES LIMITED,19194.898,Nigeria,2017,,,,,,,,,,
PLATFORM PETROLEUM LIMITED,2739190.13,Nigeria,2017,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,2739190.13,NGA,1/1/2017,12/31/2017
PLATINUM ASPHALT AND CRUSHING COMPANY LIMITED,65068.299,Nigeria,2017,Private,RC1113920,Mining,"Granite, Stone Dust",Non-quoted,,65068.3,NGA,1/1/2017,12/31/2017
PURECHEM INDUSTRIES LIMITED,941097.75,Nigeria,2017,Private,RC115657,Mining,"Limestone, Clay, Laterite",Non-quoted,,941097.75,NGA,1/1/2017,12/31/2017
RATCON CONSTRUCTION COMPANY LTD,13867126.73,Nigeria,2017,,,,,,,,,,
REYNOLDS CONSTRUCTION COMPANY LTD,953191.237,Nigeria,2017,Private,RC6541,Mining,"Granite, Stone Dust,Laterite, Sand",Non-quoted,,953191.24,NGA,1/1/2017,12/31/2017
SATURN,42446.977,Nigeria,2017,Private,RC1217602,Mining,Granite,Non-quoted,,42446.98,NGA,1/1/2017,12/31/2017
SEPLAT PETROLEUM DEVELOPMENT COMPANY,47582297.86,Nigeria,2017,Private,RC824838,Oil & Gas,"Oil, Gas, Condensates",,,47582297.87,NGA,1/1/2017,12/31/2017
SETRACO NIGERIA LIMITED,1270056.187,Nigeria,2017,,,,,,,,,,
