index,Company,Revenue value,original_company_name,OpenCorporatesID,company_relation,Project name,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Reporting currency,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,iso_code2,Year,Start Date,End Date,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
126_part3,شرکت استانه بابا,,,,,,,,,,,,,,,,,,,,,Private,9001044669,Other,Chromite,Not applicable,Not available,"2,016,396.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
127_part3,AFGHAN MORWARID STONE MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001288589,Mining,,Not applicable,Not available,"1,151,378.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
128_part3,KHWAJA MOLA KOHI STONE LTD,,,,,,,,,,,,,,,,,,,,,Private,9001043166,Mining,,Not applicable,Not available,500,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
129_part3,AFGHAN CHESHT STONE MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9004072261,Mining,,Not applicable,Not available,"2,145.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
130_part3,KABUL MINING EXTRACTION COMPANY,,,,,,,,,,,,,,,,,,,,,Private,7007883015,Mining,,Not applicable,Not available,15,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
131_part3,ATRO KABUL MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000225897,Mining,,Not applicable,Not available,"1,200.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
132_part3,AFGHAN ACTIVE MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001353375,Other,Chromite,Not applicable,Not available,-,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
133_part3,AFGHAN ECHO MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001851998,Other,Coal,Not applicable,Not available,10,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
134_part3,AL-NOOR MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001936682,Mining,,Not applicable,Not available,"1,800.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
135_part3,BAHAR KOHSARAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001732438,Other,Travertine,Not applicable,Not available,35,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
136_part3,TURKISH AFGHAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000542507,Other,Gold,Not applicable,Not available,"28,570.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
137_part3,TAWAN AFGHAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,1027617206,Mining,,Not applicable,Not available,"23,385.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
138_part3,HABIBULLAH MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001510479,Mining,,Not applicable,Not available,215,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
139_part3,AFRASYAB COAL MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001505461,Other,Coal,Not applicable,Not available,-,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
140_part3,ROYAL MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001658963,Mining,,Not applicable,Not available,"3,978.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
141_part3,STANA BABA MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001044669,Other,Chromite,Not applicable,Not available,"1,330.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
142_part3,SULTAN REZA MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9003286888,Mining,,Not applicable,Not available,540,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
143_part3,SANG-E-SAFID MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9003208817,Mining,,Not applicable,Not available,"70,450.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
144_part3,SHAMSHAD MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000692617,Mining,,Not applicable,Not available,"46,295.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
145_part3,AKS MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001171967,Mining,,Not applicable,Not available,"1,215.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
146_part3,KOHSARAN MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001801845,Mining,,Not applicable,Not available,"17,945.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
147_part3,KOLT NEMROZ AFGHANISTAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001099671,Mining,,Not applicable,Not available,"1,170.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
148_part3,GOLDEN GATE MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001150078,Mining,,Not applicable,Not available,"12,810.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
149_part3,LEGAAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000276395,Mining,,Not applicable,Not available,"20,696.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
150_part3,MAQSOOD BROTHERS MINING CO,,,,,,,,,,,,,,,,,,,,,Private,7004510017,Mining,,Not applicable,Not available,"5,100.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
151_part3,MUMTAZ KAWSAR MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001678474,Other,,Not applicable,Not available,"1,185.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
152_part3,MIRZADA MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001676882,Mining,,Not applicable,Not available,85,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
153_part3,HEWAD BROTHERS MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000036856,Other,,Not applicable,Not available,"2,027,271.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
154_part3,AFGHAN TRANWERTIN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000641291,Mining,,Not applicable,Not available,5,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
155_part3,AFGHAN COPPER MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000928359,Mining,,Not applicable,Not available,"71,163.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
156_part3,EAGAL ROCK MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9003417392,Mining,,Not applicable,Not available,"191,983.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
157_part3,AMO HOLDING GROUP MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9003131571,Mining,,Not applicable,Not available,"57,550.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
158_part3,HEERAT WEST MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9000994310,Mining,,Not applicable,Not available,"10,360.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
159_part3,BAHA JALILI MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9002760743,Mining,,Not applicable,Not available,"66,500.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
160_part3,PARMIS GLOBAL MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000515826,Mining,,Not applicable,Not available,825,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
161_part3,SERVICE CENTER ALLC,,,,,,,,,,,,,,,,,,,,,Private,9002029800,Mining,,Not applicable,Not available,500,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
162_part3,GURBAT VILLIGE MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9003861268,Mining,,Not applicable,Not available,"28,695.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
163_part3,LAL KHORASAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9003016442,Mining,,Not applicable,Not available,"2,895.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
164_part3,HEERAT ANSAR MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000875147,Mining,,Not applicable,Not available,"32,725.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
165_part3,MURWARID STONE PRO.LTD,,,,,,,,,,,,,,,,,,,,,Private,9001611079,Mining,,Not applicable,Not available,"110,681.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
166_part3,BAHAR HEERAT TALK PRO. LTD,,,,,,,,,,,,,,,,,,,,,Private,9001045062,Other,,Not applicable,Not available,"31,968.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
167_part3,PEROZ MAHDI STONE PRO.LTD,,,,,,,,,,,,,,,,,,,,,Private,9001206219,Mining,,Not applicable,Not available,"5,800.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
168_part3,BITA UNITED MINING CO,,,,,,,,,,,,,,,,,,,,,Private,7008637014,Other,,Not applicable,Not available,"11,715.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
169_part3,URFAN GHAZNAWI STONE PRO LTD,,,,,,,,,,,,,,,,,,,,,Private,9001404715,Other,Travertine,Not applicable,Not available,800,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
170_part3,شرکت اعتماد قره باغ,,,,,,,,,,,,,,,,,,,,,Private,9000917576,Other,Gravel,Not applicable,Not available,"229,732.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
171_part3,AFGHAN COAL LLC,,,,,,,,,,,,,,,,,,,,,Private,1029975016,Mining,,Not applicable,Not available,"352,416.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
172_part3,AMANIA MINING COMPANY,,,,,,,,,,,,,,,,,,,,,Private,9000197187,Other,,Not applicable,Not available,"106,574.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
173_part3,شرکت امید سباون,,,,,,,,,,,,,,,,,,,,,Private,9001792929,Other,Construction stone,Not applicable,Not available,"212,285.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
174_part3,شرکت برادران خالد عزیز,,,,,,,,,,,,,,,,,,,,,Private,1019984010,Other,Coal,Not applicable,Not available,"5,389,321.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
175_part3,شرکت برادران خالد عزیز,,,,,,,,,,,,,,,,,,,,,Private,1019984010,Other,Coal,Not applicable,Not available,"5,389,321.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
176_part3,شرکت برادران عادل,,,,,,,,,,,,,,,,,,,,,Private,1026557205,Other,Marble,Not applicable,Not available,"4,831,818.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
177_part3,شرکت برادران مهمند شمال,,,,,,,,,,,,,,,,,,,,,Private,1045746011,Other,Coal,Not applicable,Not available,"4,010,260.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
178_part3,PAMIR KHORASAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9002944453,Mining,,Not applicable,Not available,"1,636.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
179_part3,LOGARWAL STONE PRO.CO,,,,,,,,,,,,,,,,,,,,,Private,1029356209,Mining,,Not applicable,Not available,"2,395.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
180_part3,شرکت تجارتی آریا پوپل لمتید,,,,,,,,,,,,,,,,,,,,,Private,1021202203,Other,Coal,Not applicable,Not available,"374,288.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
181_part3,ITEMAD NAFT LTD,,,,,,,,,,,,,,,,,,,,,Private,9001746180,Mining,,Not applicable,Not available,100,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
182_part3,SALEEM KARWAN MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000851866,Mining,,Not applicable,Not available,-,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
183_part3,MAIWAND SARWARI MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001866798,Mining,,Not applicable,Not available,"9,213.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
184_part3,شرکت تکنالوجست,,,,,,,,,,,,,,,,,,,,,Private,9000412131,Other,"Construction stone, Gravel",Not applicable,Not available,"3,485,715.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
185_part3,شرکت تولید سنگ تزیناتی وتعمیراتی هلال,,,,,,,,,,,,,,,,,,,,,Private,1044928016,Other,Marble,Not applicable,Not available,"280,730.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
186_part3,CENTER AMERICAN LLC,,,,,,,,,,,,,,,,,,,,,Private,9001415893,Mining,,Not applicable,Not available,"70,605.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
187_part3,AFGHAN KNIGHT GEO & MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9001172742,Mining,,Not applicable,Not available,"4,586,052.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
188_part3,IBRAHIM MATONWAL LOGISTIC CO,,,,,,,,,,,,,,,,,,,,,Private,9001177584,Mining,,Not applicable,Not available,"165,600.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
189_part3,ARYA FAIZI MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9000973116,Mining,,Not applicable,Not available,"20,070.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
190_part3,KATALEST IRON MINING CO,,,,,,,,,,,,,,,,,,,,,Private,9000133984,Mining,,Not applicable,Not available,"13,300.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
191_part3,شرکت ریگریشن کابل گلدره,,,,,,,,,,,,,,,,,,,,,Private,9000937442,Other,Gravel,Not applicable,Not available,"222,308.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
192_part3,شرکت ساختمانی حاجی ملا شاه میرزی,,,,,,,,,,,,,,,,,,,,,Private,1039350010,Other,Construction stone,Not applicable,Not available,"240,521.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
193_part3,شرکت ساختمانی غلام حضرت ارغندیوال,,,,,,,,,,,,,,,,,,,,,Private,9001100875,Other,Gravel,Not applicable,Not available,"99,300.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
194_part3,شرکت ساختمانی فاروق استانکزی,,,,,,,,,,,,,,,,,,,,,Private,1014901019,Other,,Not applicable,Not available,"143,439.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
195_part3,شرکت سپتی اوغلوایس مات دستی,,,,,,,,,,,,,,,,,,,,,Private,1046337018,Other,Construction Stone,Not applicable,Not available,"113,552.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
196_part3,MINING INVESTMENT COMPANY,,,,,,,,,,,,,,,,,,,,,Private,1028365011,Other,,Not applicable,Not available,"481,908.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
197_part3,PESARAN DAQIQ STONE PRO.LTD,,,,,,,,,,,,,,,,,,,,,Private,9001134775,Mining,,Not applicable,Not available,500,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
198_part3,HADETH STONE LTD,,,,,,,,,,,,,,,,,,,,,Private,1028063202,Mining,,Not applicable,Not available,195,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
199_part3,BLAWREEN STONE PRO.LTD,,,,,,,,,,,,,,,,,,,,,Private,9001911404,Mining,,Not applicable,Not available,"48,295.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
200_part3,KOH-E-NOOR HEERAT STONE MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001769422,Mining,,Not applicable,Not available,435,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
201_part3,MAGMA MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001799981,Mining,,Not applicable,Not available,200,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
202_part3,JAHAN SANG SAHEL LTD,,,,,,,,,,,,,,,,,,,,,Private,1029365200,Mining,,Not applicable,Not available,"192,332.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
203_part3,BROTHERS CROMITE MINING CO,,,,,,,,,,,,,,,,,,,,,Private,1051051017,Mining,,Not applicable,Not available,"43,300.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
204_part3,BAHAR MARMAR LTD,,,,,,,,,,,,,,,,,,,,,Private,1028386017,Mining,,Not applicable,Not available,"92,629.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
205_part3,PAMIR RASOOL MINING CO,,,,,,,,,,,,,,,,,,,,,Private,1016640169,Mining,,Not applicable,Not available,"87,778.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
206_part3,KOLAK MINING CO,,,,,,,,,,,,,,,,,,,,,Private,1016338160,Mining,,Not applicable,Not available,"62,335.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
207_part3,FAQIRI BROTHERS MINNIG PRO.CO,,,,,,,,,,,,,,,,,,,,,Private,9000867797,Mining,,Not applicable,Not available,255,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
208_part3,URFAN SUBHAN TALK PRO.CO,,,,,,,,,,,,,,,,,,,,,Private,9005393476,Mining,,Not applicable,Not available,"3,300.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
209_part3,"عمرگل فرزند جمعه خان, عمرگل فرزند جمعه خان",,,,,,,,,,,,,,,,,,,,,Private,9002781806,Other,Sand,Not applicable,Not available,"21,222.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
210_part3,"فقیر حسین, محمد حسین",,,,,,,,,,,,,,,,,,,,,Private,9001745869,Other,Construction stone,Not applicable,Not available,"143,581.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
211_part3,ARYANA AFGHAN LIQUID GAS LTD,,,,,,,,,,,,,,,,,,,,,Private,1037575014,Gas,,Not applicable,Not available,"47,398.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
212_part3,SHOKRAN AFGHAN MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,9001570457,Mining,,Not applicable,Not available,"1,895.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
213_part3,"محمد هاشم فرزند عبدالله, محمد هاشم",,,,,,,,,,,,,,,,,,,,,Private,9001268979,Other,Construction stone,Not applicable,Not available,"62,051.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
214_part3,"محمدی فرزند مسجدی, محمد دل",,,,,,,,,,,,,,,,,,,,,Private,9002542117,Other,Construction stone,Not applicable,Not available,"61,899.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
215_part3,MAHMOOD GHALEB SHERZAD TALC PRO.CO,,,,,,,,,,,,,,,,,,,,,Private,1019483013,Mining,,Not applicable,Not available,"223,190.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
216_part3,NORTH WEST MINERALS,,,,,,,,,,,,,,,,,,,,,Private,1008467084,Mining,,Not applicable,Not available,"45,685.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
217_part3,NABI AFGHAN MINES EXTRACTION AND PROCESSING COMPANY,,,,,,,,,,,,,,,,,,,,,Private,1010360087,Other,Talc,Not applicable,Not available,170,Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
218_part3,"نجیب الله فرزند عین الله, نجیب الله فرزند عین الله",,,,,,,,,,,,,,,,,,,,,Private,9002519941,Other,Construction stone,Not applicable,Not available,"61,921.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
219_part3,"نصرالله فرزند اول الدین, نصرالله",,,,,,,,,,,,,,,,,,,,,Private,9002519966,Other,Construction stone,Not applicable,Not available,"74,263.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
220_part3,"نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی",,,,,,,,,,,,,,,,,,,,,Private,9003125821,Other,"Construction stone, Gravel",Not applicable,Not available,"93,557.00",Afghanistan,AFG,2018,2017-12-21,"2018-12-24"
221_part3,AAZAM KHAN WAFA SHERZAD LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9001881367,Other,Talc,Not applicable,Not available,"164,759.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
222_part3,ABBAS GHAZNAVI LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9001935742,Other,coal,Not applicable,Not available,"19,008,124.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
223_part3,ABDUL FATAH,,,,,,,,,,,,,,,,,,,,,Private,9001846329,Other,Construction stone,Not applicable,Not available,"200,488.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
224_part3,ABDUL RAHMAN BABA STEEL & IRON COMPANY,,,,,,,,,,,,,,,,,,,,,Private,1034131019,Other,Chromite,Not applicable,Not available,"2,433,958.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
225_part3,ABUBAKAR BURHAN LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9006730064,Other,coal,Not applicable,Not available,"10,392,680.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
226_part3,AFGHAN GAS ENTERPRISE,,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,Not available,Oil & Gas,"Oil, Gas, Condensates",Not applicable,https://momp.gov.af/soes,"62,507,770.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
227_part3,AFGHAN SHININK MINES EXTRACTION AND PROCESSING COMPANY,,,,,,,,,,,,,,,,,,,,,Private,9002202316,Other,talc,Not applicable,Not available,"1,757,820.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
228_part3,AHMAD ABU SULAIMAN,,,,,,,,,,,,,,,,,,,,,Private,9007161707,Other,Construction stone,Not applicable,Not available,"30,000.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
229_part3,AHMAD RAFI ORAAZ LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9003746923,Other,coal,Not applicable,Not available,"6,750,275.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
230_part3,AHMAD SHAH MAIDANWALL CO,,,,,,,,,,,,,,,,,,,,,Private,1008627083,Other,Talc,Not applicable,Not available,"30,000.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
231_part3,AHMAD SHAH TALC EXTRACTION AND PROCESSING,,,,,,,,,,,,,,,,,,,,,Private,1008627083,Other,Talc,Not applicable,Not available,"247,561.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
232_part3,AHMAD WALI KALIWAL TRADING COMPANY,,,,,,,,,,,,,,,,,,,,,Private,9007084248,Other,coal,Not applicable,Not available,"6,737,139.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
233_part3,ALI MURADI AND IMRAN BAKHTIARI LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9002719681,Other,coal,Not applicable,Not available,"167,548.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
234_part3,AMANIA MINING COMPANY,,,,,,,,,,,,,,,,,,,,,Private,9000197187,Other,Fluoride,Not applicable,Not available,"17,858,825.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
235_part3,AMEEN KARIMZAI TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY,,,,,,,,,,,,,,,,,,,,,Private,1007815085,Other,Talc,Not applicable,Not available,"8,882,827.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
236_part3,ANSARIZADA LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9008904659,Other,coal,Not applicable,Not available,"3,284,032.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
237_part3,ARIF SHAHAB LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1008530089,Other,coal,,,"1,765,249.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
238_part3,AZIMI BROTHERS GROUP OF CO,,,,,,,,,,,,,,,,,,,,,Private,9001180349,Other,Precious Stone,Not applicable,Not available,430,Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
239_part3,AZIZ NAIM COMPANY,,,,,,,,,,,,,,,,,,,,,Private,9001018861011,Other,Marble,Not applicable,Not available,"15,000.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
240_part3,BABRAK NASEERZAI LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9008821028,Other,coal,Not applicable,Not available,"856,988.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
241_part3,BAGHLAN QATGHAN LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9003342749,Other,coal,Not applicable,Not available,"1,632,014.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
242_part3,BAKHTAR AFGHAN MARBLE COMPANY,,,,,,,,,,,,,,,,,,,,,Private,1003112081,Other,Talc,Not applicable,Not available,"90,558.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
243_part3,BILAL HAIDARI LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9007557219,Other,coal,Not applicable,Not available,"115,315.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
244_part3,BILAL IQBAL HUSSAINI LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9006877196,Other,coal,Not applicable,Not available,"838,187.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
245_part3,BILAL MUSAZAI MINERAL PROCESSING INDUSTRIAL COMPANY,,,,,,,,,,,,,,,,,,,,,Private,1009592088,Other,Talc,Not applicable,Not available,"29,084,756.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
246_part3,CNPCI WATAN OIL AND GAS AFGHANISTAN LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9000525965,Oil & Gas,"Oil, Gas, Condensates",https://www.cnpc.com.cn/en/cnpcworldwide/cnpcworldwide.shtml,Not available,"68,359.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
247_part3,CORE DRILLERS,,,,,,,,,,,,,,,,,,,,,Private,9003861482,Other,Talc,Not applicable,Not available,"1,285,473.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
248_part3,DAWAJAN TAREEN LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9005533139,Other,coal,Not applicable,Not available,"4,676,825.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
249_part3,EHSAN AZIZ CONSTRUCTION COMPANY,,,,,,,,,,,,,,,,,,,,,Private,1008636019,Other,onyx,Not applicable,Not available,Err:507,Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
250_part3,FARHAN ZADRAN LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9002051663,Other,,,,"47,042,708.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
251_part3,FARSHAD MOHIDI LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9003329522,Other,coal,Not applicable,Not available,"47,300,010.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
252_part3,FAZAL UQAAB FARZAD LIMITED,,,,,,,,,,,,,,,,,,,,,Private,9004548872,Other,Talc,Not applicable,Not available,"7,244.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
253_part3,FULAD MALISTAN COMPANY,,,,,,,,,,,,,,,,,,,,,Private,9001034231,Other,Travertine,Not applicable,Not available,"377,249.00",Afghanistan,AFG,2019,2018-12-21,"2019-12-20"
